-7.61905 -7.61905 
-7.61905 -6.51059 
-7.61905 -5.57874 
-7.61905 -4.73458 
-7.61905 -3.94397 
-7.61905 -3.18901 
-7.61905 -2.45866 
-7.61905 -1.74525 
-7.61905 -1.04295 
-7.61905 -0.346964 
-7.61905 0.346964 
-7.61905 1.04295 
-7.61905 1.74525 
-7.61905 2.45866 
-7.61905 3.18901 
-7.61905 3.94397 
-7.61905 4.73458 
-7.61905 5.57874 
-7.61905 6.51059 
-7.61905 7.61905 
-6.51059 -7.61905 
-6.51059 -6.51059 
-6.51059 -5.57874 
-6.51059 -4.73458 
-6.51059 -3.94397 
-6.51059 -3.18901 
-6.51059 -2.45866 
-6.51059 -1.74525 
-6.51059 -1.04295 
-6.51059 -0.346964 
-6.51059 0.346964 
-6.51059 1.04295 
-6.51059 1.74525 
-6.51059 2.45866 
-6.51059 3.18901 
-6.51059 3.94397 
-6.51059 4.73458 
-6.51059 5.57874 
-6.51059 6.51059 
-6.51059 7.61905 
-5.57874 -7.61905 
-5.57874 -6.51059 
-5.57874 -5.57874 
-5.57874 -4.73458 
-5.57874 -3.94397 
-5.57874 -3.18901 
-5.57874 -2.45866 
-5.57874 -1.74525 
-5.57874 -1.04295 
-5.57874 -0.346964 
-5.57874 0.346964 
-5.57874 1.04295 
-5.57874 1.74525 
-5.57874 2.45866 
-5.57874 3.18901 
-5.57874 3.94397 
-5.57874 4.73458 
-5.57874 5.57874 
-5.57874 6.51059 
-5.57874 7.61905 
-4.73458 -7.61905 
-4.73458 -6.51059 
-4.73458 -5.57874 
-4.73458 -4.73458 
-4.73458 -3.94397 
-4.73458 -3.18901 
-4.73458 -2.45866 
-4.73458 -1.74525 
-4.73458 -1.04295 
-4.73458 -0.346964 
-4.73458 0.346964 
-4.73458 1.04295 
-4.73458 1.74525 
-4.73458 2.45866 
-4.73458 3.18901 
-4.73458 3.94397 
-4.73458 4.73458 
-4.73458 5.57874 
-4.73458 6.51059 
-4.73458 7.61905 
-3.94397 -7.61905 
-3.94397 -6.51059 
-3.94397 -5.57874 
-3.94397 -4.73458 
-3.94397 -3.94397 
-3.94397 -3.18901 
-3.94397 -2.45866 
-3.94397 -1.74525 
-3.94397 -1.04295 
-3.94397 -0.346964 
-3.94397 0.346964 
-3.94397 1.04295 
-3.94397 1.74525 
-3.94397 2.45866 
-3.94397 3.18901 
-3.94397 3.94397 
-3.94397 4.73458 
-3.94397 5.57874 
-3.94397 6.51059 
-3.94397 7.61905 
-3.18901 -7.61905 
-3.18901 -6.51059 
-3.18901 -5.57874 
-3.18901 -4.73458 
-3.18901 -3.94397 
-3.18901 -3.18901 
-3.18901 -2.45866 
-3.18901 -1.74525 
-3.18901 -1.04295 
-3.18901 -0.346964 
-3.18901 0.346964 
-3.18901 1.04295 
-3.18901 1.74525 
-3.18901 2.45866 
-3.18901 3.18901 
-3.18901 3.94397 
-3.18901 4.73458 
-3.18901 5.57874 
-3.18901 6.51059 
-3.18901 7.61905 
-2.45866 -7.61905 
-2.45866 -6.51059 
-2.45866 -5.57874 
-2.45866 -4.73458 
-2.45866 -3.94397 
-2.45866 -3.18901 
-2.45866 -2.45866 
-2.45866 -1.74525 
-2.45866 -1.04295 
-2.45866 -0.346964 
-2.45866 0.346964 
-2.45866 1.04295 
-2.45866 1.74525 
-2.45866 2.45866 
-2.45866 3.18901 
-2.45866 3.94397 
-2.45866 4.73458 
-2.45866 5.57874 
-2.45866 6.51059 
-2.45866 7.61905 
-1.74525 -7.61905 
-1.74525 -6.51059 
-1.74525 -5.57874 
-1.74525 -4.73458 
-1.74525 -3.94397 
-1.74525 -3.18901 
-1.74525 -2.45866 
-1.74525 -1.74525 
-1.74525 -1.04295 
-1.74525 -0.346964 
-1.74525 0.346964 
-1.74525 1.04295 
-1.74525 1.74525 
-1.74525 2.45866 
-1.74525 3.18901 
-1.74525 3.94397 
-1.74525 4.73458 
-1.74525 5.57874 
-1.74525 6.51059 
-1.74525 7.61905 
-1.04295 -7.61905 
-1.04295 -6.51059 
-1.04295 -5.57874 
-1.04295 -4.73458 
-1.04295 -3.94397 
-1.04295 -3.18901 
-1.04295 -2.45866 
